writing to  angle_sigma_00.5236/initial_guess.pkl
optimisation finished successfully after 559 iterations, 744 evaluations
optimisation finished successfully after 50 iterations, 105 evaluations
optimisation finished successfully after 62 iterations, 118 evaluations
optimisation finished successfully after 59 iterations, 109 evaluations
optimisation finished successfully after 80 iterations, 142 evaluations
optimisation finished successfully after 98 iterations, 158 evaluations
optimisation finished successfully after 48 iterations, 101 evaluations
optimisation finished successfully after 117 iterations, 188 evaluations
optimisation finished successfully after 406 iterations, 570 evaluations
optimisation finished successfully after 65 iterations, 123 evaluations
optimisation finished successfully after 52 iterations, 106 evaluations
optimisation finished successfully after 98 iterations, 159 evaluations
optimisation finished successfully after 51 iterations, 105 evaluations
optimisation finished successfully after 63 iterations, 111 evaluations
optimisation finished successfully after 72 iterations, 134 evaluations
optimisation finished successfully after 156 iterations, 247 evaluations
optimisation finished successfully after 52 iterations, 109 evaluations
optimisation finished successfully after 304 iterations, 441 evaluations
optimisation finished successfully after 154 iterations, 231 evaluations
optimisation finished successfully after 117 iterations, 182 evaluations
optimisation finished successfully after 97 iterations, 160 evaluations
optimisation finished successfully after 37 iterations, 70 evaluations
optimisation finished successfully after 60 iterations, 103 evaluations
optimisation finished successfully after 47 iterations, 83 evaluations
optimisation finished successfully after 126 iterations, 198 evaluations
optimisation finished successfully after 89 iterations, 143 evaluations
optimisation finished successfully after 104 iterations, 168 evaluations
optimisation finished successfully after 89 iterations, 142 evaluations
optimisation finished successfully after 104 iterations, 168 evaluations
optimisation finished successfully after 110 iterations, 168 evaluations
optimisation finished successfully after 113 iterations, 179 evaluations
optimisation finished successfully after 129 iterations, 205 evaluations
optimisation finished successfully after 140 iterations, 215 evaluations
optimisation finished successfully after 173 iterations, 269 evaluations
optimisation finished successfully after 166 iterations, 257 evaluations
optimisation finished successfully after 422 iterations, 602 evaluations
optimisation finished successfully after 199 iterations, 292 evaluations
optimisation finished successfully after 229 iterations, 339 evaluations
optimisation finished successfully after 59 iterations, 99 evaluations
optimisation finished successfully after 123 iterations, 189 evaluations
optimisation finished successfully after 169 iterations, 251 evaluations
optimisation finished successfully after 104 iterations, 167 evaluations
optimisation finished successfully after 168 iterations, 241 evaluations
optimisation finished successfully after 201 iterations, 296 evaluations
optimisation finished successfully after 138 iterations, 213 evaluations
optimisation finished successfully after 106 iterations, 172 evaluations
optimisation finished successfully after 114 iterations, 178 evaluations
optimisation finished successfully after 77 iterations, 126 evaluations
optimisation finished successfully after 100 iterations, 164 evaluations
optimisation finished successfully after 104 iterations, 164 evaluations
optimisation finished successfully after 175 iterations, 270 evaluations
optimisation finished successfully after 247 iterations, 366 evaluations
optimisation finished successfully after 95 iterations, 154 evaluations
optimisation finished successfully after 178 iterations, 265 evaluations
optimisation finished successfully after 53 iterations, 102 evaluations
optimisation finished successfully after 325 iterations, 469 evaluations
optimisation finished successfully after 250 iterations, 350 evaluations
optimisation finished successfully after 241 iterations, 363 evaluations
optimisation finished successfully after 293 iterations, 443 evaluations
optimisation finished successfully after 205 iterations, 303 evaluations
optimisation finished successfully after 249 iterations, 355 evaluations
optimisation finished successfully after 463 iterations, 649 evaluations
optimisation finished successfully after 221 iterations, 318 evaluations
optimisation finished successfully after 153 iterations, 232 evaluations
optimisation finished successfully after 111 iterations, 175 evaluations
optimisation finished successfully after 46 iterations, 86 evaluations
optimisation finished successfully after 128 iterations, 197 evaluations
optimisation finished successfully after 212 iterations, 312 evaluations
optimisation finished successfully after 92 iterations, 144 evaluations
optimisation finished successfully after 184 iterations, 275 evaluations
optimisation finished successfully after 68 iterations, 117 evaluations
optimisation finished successfully after 354 iterations, 497 evaluations
optimisation finished successfully after 103 iterations, 170 evaluations
optimisation finished successfully after 110 iterations, 170 evaluations
optimisation finished successfully after 222 iterations, 321 evaluations
optimisation finished successfully after 92 iterations, 143 evaluations
optimisation finished successfully after 148 iterations, 219 evaluations
optimisation finished successfully after 107 iterations, 171 evaluations
optimisation finished successfully after 263 iterations, 401 evaluations
optimisation finished successfully after 202 iterations, 298 evaluations
optimisation finished successfully after 146 iterations, 217 evaluations
optimisation finished successfully after 140 iterations, 215 evaluations
optimisation finished successfully after 85 iterations, 140 evaluations
optimisation finished successfully after 77 iterations, 126 evaluations
optimisation finished successfully after 158 iterations, 236 evaluations
optimisation finished successfully after 61 iterations, 106 evaluations
optimisation finished successfully after 436 iterations, 628 evaluations
optimisation finished successfully after 31 iterations, 67 evaluations
optimisation finished successfully after 193 iterations, 293 evaluations
optimisation finished successfully after 41 iterations, 80 evaluations
optimisation finished successfully after 123 iterations, 193 evaluations
optimisation finished successfully after 277 iterations, 398 evaluations
optimisation finished successfully after 124 iterations, 197 evaluations
optimisation finished successfully after 159 iterations, 237 evaluations
optimisation finished successfully after 81 iterations, 128 evaluations
optimisation finished successfully after 253 iterations, 367 evaluations
optimisation finished successfully after 284 iterations, 412 evaluations
optimisation finished successfully after 105 iterations, 166 evaluations
optimisation finished successfully after 105 iterations, 161 evaluations
optimisation finished successfully after 129 iterations, 203 evaluations
optimisation finished successfully after 184 iterations, 272 evaluations
optimisation finished successfully after 153 iterations, 232 evaluations
optimisation finished successfully after 109 iterations, 172 evaluations
optimisation finished successfully after 171 iterations, 255 evaluations
optimisation finished successfully after 157 iterations, 236 evaluations
optimisation finished successfully after 100 iterations, 158 evaluations
optimisation finished successfully after 98 iterations, 154 evaluations
optimisation finished successfully after 87 iterations, 139 evaluations
optimisation finished successfully after 37 iterations, 69 evaluations
optimisation finished successfully after 130 iterations, 197 evaluations
optimisation finished successfully after 306 iterations, 437 evaluations
optimisation finished successfully after 107 iterations, 174 evaluations
optimisation finished successfully after 207 iterations, 314 evaluations
optimisation finished successfully after 87 iterations, 144 evaluations
optimisation finished successfully after 120 iterations, 189 evaluations
optimisation finished successfully after 281 iterations, 400 evaluations
optimisation finished successfully after 87 iterations, 143 evaluations
optimisation finished successfully after 117 iterations, 179 evaluations
optimisation finished successfully after 90 iterations, 140 evaluations
optimisation finished successfully after 125 iterations, 195 evaluations
optimisation finished successfully after 108 iterations, 182 evaluations
optimisation finished successfully after 99 iterations, 159 evaluations
optimisation finished successfully after 99 iterations, 154 evaluations
optimisation finished successfully after 98 iterations, 160 evaluations
optimisation finished successfully after 194 iterations, 282 evaluations
optimisation finished successfully after 190 iterations, 279 evaluations
optimisation finished successfully after 198 iterations, 293 evaluations
optimisation finished successfully after 200 iterations, 298 evaluations
optimisation finished successfully after 114 iterations, 178 evaluations
optimisation finished successfully after 51 iterations, 95 evaluations
optimisation finished successfully after 342 iterations, 489 evaluations
optimisation finished successfully after 112 iterations, 174 evaluations
optimisation finished successfully after 107 iterations, 169 evaluations
optimisation finished successfully after 33 iterations, 67 evaluations
optimisation finished successfully after 90 iterations, 147 evaluations
optimisation finished successfully after 92 iterations, 144 evaluations
optimisation finished successfully after 214 iterations, 318 evaluations
optimisation finished successfully after 74 iterations, 122 evaluations
optimisation finished successfully after 187 iterations, 273 evaluations
optimisation finished successfully after 82 iterations, 127 evaluations
optimisation finished successfully after 186 iterations, 279 evaluations
optimisation finished successfully after 81 iterations, 135 evaluations
optimisation finished successfully after 127 iterations, 192 evaluations
optimisation finished successfully after 157 iterations, 235 evaluations
optimisation finished successfully after 163 iterations, 243 evaluations
optimisation finished successfully after 135 iterations, 209 evaluations
optimisation finished successfully after 165 iterations, 247 evaluations
optimisation finished successfully after 175 iterations, 251 evaluations
optimisation finished successfully after 56 iterations, 90 evaluations
optimisation finished successfully after 80 iterations, 124 evaluations
optimisation finished successfully after 56 iterations, 100 evaluations
optimisation finished successfully after 147 iterations, 217 evaluations
optimisation finished successfully after 209 iterations, 300 evaluations
optimisation finished successfully after 96 iterations, 148 evaluations
optimisation finished successfully after 110 iterations, 172 evaluations
optimisation finished successfully after 153 iterations, 227 evaluations
optimisation finished successfully after 81 iterations, 127 evaluations
optimisation finished successfully after 106 iterations, 169 evaluations
optimisation finished successfully after 75 iterations, 125 evaluations
optimisation finished successfully after 234 iterations, 323 evaluations
optimisation finished successfully after 75 iterations, 126 evaluations
optimisation finished successfully after 89 iterations, 135 evaluations
optimisation finished successfully after 28 iterations, 57 evaluations
optimisation finished successfully after 85 iterations, 135 evaluations
optimisation finished successfully after 44 iterations, 80 evaluations
optimisation finished successfully after 91 iterations, 150 evaluations
optimisation finished successfully after 70 iterations, 123 evaluations
optimisation finished successfully after 135 iterations, 205 evaluations
optimisation finished successfully after 182 iterations, 264 evaluations
optimisation finished successfully after 93 iterations, 144 evaluations
optimisation finished successfully after 232 iterations, 355 evaluations
optimisation finished successfully after 138 iterations, 218 evaluations
optimisation finished successfully after 299 iterations, 438 evaluations
optimisation finished successfully after 986 iterations, 1360 evaluations
optimisation finished successfully after 267 iterations, 397 evaluations
optimisation finished successfully after 114 iterations, 179 evaluations
optimisation finished successfully after 112 iterations, 177 evaluations
optimisation finished successfully after 85 iterations, 141 evaluations
optimisation finished successfully after 88 iterations, 134 evaluations
optimisation finished successfully after 83 iterations, 133 evaluations
optimisation finished successfully after 127 iterations, 201 evaluations
optimisation finished successfully after 102 iterations, 162 evaluations
optimisation finished successfully after 197 iterations, 311 evaluations
optimisation finished successfully after 136 iterations, 207 evaluations
optimisation finished successfully after 98 iterations, 157 evaluations
optimisation finished successfully after 91 iterations, 146 evaluations
optimisation finished successfully after 87 iterations, 141 evaluations
optimisation finished successfully after 102 iterations, 166 evaluations
optimisation finished successfully after 333 iterations, 469 evaluations
optimisation finished successfully after 142 iterations, 217 evaluations
optimisation finished successfully after 146 iterations, 228 evaluations
optimisation finished successfully after 153 iterations, 238 evaluations
optimisation finished successfully after 101 iterations, 162 evaluations
optimisation finished successfully after 42 iterations, 80 evaluations
optimisation finished successfully after 118 iterations, 188 evaluations
optimisation finished successfully after 196 iterations, 299 evaluations
optimisation finished successfully after 114 iterations, 182 evaluations
optimisation finished successfully after 103 iterations, 163 evaluations
optimisation finished successfully after 150 iterations, 228 evaluations
optimisation finished successfully after 48 iterations, 88 evaluations
optimisation finished successfully after 176 iterations, 257 evaluations
optimisation finished successfully after 98 iterations, 158 evaluations
optimisation finished successfully after 68 iterations, 115 evaluations
optimisation finished successfully after 149 iterations, 222 evaluations
optimisation finished successfully after 451 iterations, 651 evaluations
optimisation finished successfully after 113 iterations, 181 evaluations
optimisation finished successfully after 220 iterations, 336 evaluations
optimisation finished successfully after 195 iterations, 289 evaluations
optimisation finished successfully after 153 iterations, 235 evaluations
optimisation finished successfully after 221 iterations, 330 evaluations
optimisation finished successfully after 210 iterations, 311 evaluations
optimisation finished successfully after 250 iterations, 378 evaluations
optimisation finished successfully after 109 iterations, 167 evaluations
optimisation finished successfully after 182 iterations, 269 evaluations
optimisation finished successfully after 163 iterations, 242 evaluations
optimisation finished successfully after 321 iterations, 464 evaluations
optimisation finished successfully after 302 iterations, 436 evaluations
optimisation finished successfully after 606 iterations, 831 evaluations
optimisation finished successfully after 110 iterations, 181 evaluations
optimisation finished successfully after 78 iterations, 129 evaluations
optimisation finished successfully after 201 iterations, 294 evaluations
optimisation finished successfully after 45 iterations, 87 evaluations
optimisation finished successfully after 229 iterations, 334 evaluations
optimisation finished successfully after 62 iterations, 105 evaluations
optimisation finished successfully after 146 iterations, 225 evaluations
optimisation finished successfully after 66 iterations, 111 evaluations
optimisation finished successfully after 148 iterations, 221 evaluations
optimisation finished successfully after 100 iterations, 150 evaluations
optimisation finished successfully after 109 iterations, 161 evaluations
optimisation finished successfully after 132 iterations, 202 evaluations
optimisation finished successfully after 147 iterations, 224 evaluations
optimisation finished successfully after 242 iterations, 351 evaluations
optimisation finished successfully after 120 iterations, 184 evaluations
optimisation finished successfully after 212 iterations, 312 evaluations
optimisation finished successfully after 92 iterations, 144 evaluations
optimisation finished successfully after 184 iterations, 275 evaluations
optimisation finished successfully after 68 iterations, 117 evaluations
optimisation finished successfully after 176 iterations, 257 evaluations
optimisation finished successfully after 98 iterations, 158 evaluations
optimisation finished successfully after 232 iterations, 355 evaluations
optimisation finished successfully after 138 iterations, 218 evaluations
optimisation finished successfully after 299 iterations, 438 evaluations
optimisation finished successfully after 104 iterations, 168 evaluations
optimisation finished successfully after 110 iterations, 168 evaluations
optimisation finished successfully after 113 iterations, 179 evaluations
optimisation finished successfully after 129 iterations, 205 evaluations
optimisation finished successfully after 306 iterations, 437 evaluations
optimisation finished successfully after 107 iterations, 174 evaluations
optimisation finished successfully after 207 iterations, 314 evaluations
optimisation finished successfully after 87 iterations, 144 evaluations
optimisation finished successfully after 120 iterations, 189 evaluations
optimisation finished successfully after 60 iterations, 103 evaluations
optimisation finished successfully after 47 iterations, 83 evaluations
optimisation finished successfully after 135 iterations, 205 evaluations
optimisation finished successfully after 182 iterations, 264 evaluations
optimisation finished successfully after 93 iterations, 144 evaluations
optimisation finished successfully after 88 iterations, 134 evaluations
optimisation finished successfully after 83 iterations, 133 evaluations
optimisation finished successfully after 101 iterations, 162 evaluations
optimisation finished successfully after 42 iterations, 80 evaluations
optimisation finished successfully after 109 iterations, 167 evaluations
optimisation finished successfully after 182 iterations, 269 evaluations
optimisation finished successfully after 284 iterations, 412 evaluations
optimisation finished successfully after 105 iterations, 166 evaluations
optimisation finished successfully after 229 iterations, 334 evaluations
optimisation finished successfully after 62 iterations, 105 evaluations
optimisation finished successfully after 178 iterations, 265 evaluations
optimisation finished successfully after 53 iterations, 102 evaluations
optimisation finished successfully after 229 iterations, 339 evaluations
optimisation finished successfully after 59 iterations, 99 evaluations
optimisation finished successfully after 136 iterations, 207 evaluations
optimisation finished successfully after 98 iterations, 157 evaluations
optimisation finished successfully after 91 iterations, 146 evaluations
optimisation finished successfully after 87 iterations, 141 evaluations
optimisation finished successfully after 102 iterations, 166 evaluations
optimisation finished successfully after 123 iterations, 193 evaluations
optimisation finished successfully after 277 iterations, 398 evaluations
optimisation finished successfully after 124 iterations, 197 evaluations
optimisation finished successfully after 127 iterations, 192 evaluations
optimisation finished successfully after 157 iterations, 235 evaluations
optimisation finished successfully after 110 iterations, 172 evaluations
optimisation finished successfully after 153 iterations, 227 evaluations
optimisation finished successfully after 81 iterations, 127 evaluations
optimisation finished successfully after 106 iterations, 169 evaluations
optimisation finished successfully after 92 iterations, 144 evaluations
optimisation finished successfully after 214 iterations, 318 evaluations
optimisation finished successfully after 74 iterations, 122 evaluations
optimisation finished successfully after 148 iterations, 219 evaluations
optimisation finished successfully after 107 iterations, 171 evaluations
optimisation finished successfully after 100 iterations, 164 evaluations
optimisation finished successfully after 104 iterations, 164 evaluations
optimisation finished successfully after 146 iterations, 217 evaluations
optimisation finished successfully after 140 iterations, 215 evaluations
optimisation finished successfully after 281 iterations, 400 evaluations
optimisation finished successfully after 87 iterations, 143 evaluations
optimisation finished successfully after 325 iterations, 469 evaluations
optimisation finished successfully after 250 iterations, 350 evaluations
optimisation finished successfully after 85 iterations, 135 evaluations
optimisation finished successfully after 44 iterations, 80 evaluations
optimisation finished successfully after 451 iterations, 651 evaluations
optimisation finished successfully after 113 iterations, 181 evaluations
optimisation finished successfully after 220 iterations, 336 evaluations
optimisation finished successfully after 342 iterations, 489 evaluations
optimisation finished successfully after 112 iterations, 174 evaluations
optimisation finished successfully after 107 iterations, 169 evaluations
optimisation finished successfully after 986 iterations, 1360 evaluations
optimisation finished successfully after 267 iterations, 397 evaluations
optimisation finished successfully after 114 iterations, 179 evaluations
optimisation finished successfully after 112 iterations, 177 evaluations
optimisation finished successfully after 85 iterations, 141 evaluations
optimisation finished successfully after 154 iterations, 231 evaluations
optimisation finished successfully after 117 iterations, 182 evaluations
optimisation finished successfully after 97 iterations, 160 evaluations
optimisation finished successfully after 37 iterations, 70 evaluations
optimisation finished successfully after 117 iterations, 179 evaluations
optimisation finished successfully after 90 iterations, 140 evaluations
optimisation finished successfully after 125 iterations, 195 evaluations
optimisation finished successfully after 187 iterations, 273 evaluations
optimisation finished successfully after 82 iterations, 127 evaluations
optimisation finished successfully after 194 iterations, 282 evaluations
optimisation finished successfully after 190 iterations, 279 evaluations
optimisation finished successfully after 198 iterations, 293 evaluations
optimisation finished successfully after 200 iterations, 298 evaluations
optimisation finished successfully after 99 iterations, 154 evaluations
optimisation finished successfully after 98 iterations, 160 evaluations
optimisation finished successfully after 263 iterations, 401 evaluations
optimisation finished successfully after 202 iterations, 298 evaluations
optimisation finished successfully after 175 iterations, 270 evaluations
optimisation finished successfully after 247 iterations, 366 evaluations
optimisation finished successfully after 95 iterations, 154 evaluations
optimisation finished successfully after 159 iterations, 237 evaluations
optimisation finished successfully after 81 iterations, 128 evaluations
optimisation finished successfully after 253 iterations, 367 evaluations
optimisation finished successfully after 354 iterations, 497 evaluations
optimisation finished successfully after 103 iterations, 170 evaluations
optimisation finished successfully after 110 iterations, 170 evaluations
optimisation finished successfully after 222 iterations, 321 evaluations
optimisation finished successfully after 92 iterations, 143 evaluations
optimisation finished successfully after 75 iterations, 125 evaluations
optimisation finished successfully after 234 iterations, 323 evaluations
optimisation finished successfully after 75 iterations, 126 evaluations
optimisation finished successfully after 163 iterations, 243 evaluations
optimisation finished successfully after 135 iterations, 209 evaluations
optimisation finished successfully after 186 iterations, 279 evaluations
optimisation finished successfully after 81 iterations, 135 evaluations
optimisation finished successfully after 163 iterations, 242 evaluations
optimisation finished successfully after 321 iterations, 464 evaluations
optimisation finished successfully after 302 iterations, 436 evaluations
optimisation finished successfully after 606 iterations, 831 evaluations
optimisation finished successfully after 114 iterations, 182 evaluations
optimisation finished successfully after 103 iterations, 163 evaluations
optimisation finished successfully after 201 iterations, 294 evaluations
optimisation finished successfully after 45 iterations, 87 evaluations
optimisation finished successfully after 110 iterations, 181 evaluations
optimisation finished successfully after 78 iterations, 129 evaluations
optimisation finished successfully after 146 iterations, 225 evaluations
optimisation finished successfully after 66 iterations, 111 evaluations
optimisation finished successfully after 118 iterations, 188 evaluations
optimisation finished successfully after 196 iterations, 299 evaluations
optimisation finished successfully after 68 iterations, 115 evaluations
optimisation finished successfully after 149 iterations, 222 evaluations
optimisation finished successfully after 140 iterations, 215 evaluations
optimisation finished successfully after 173 iterations, 269 evaluations
optimisation finished successfully after 127 iterations, 201 evaluations
optimisation finished successfully after 102 iterations, 162 evaluations
optimisation finished successfully after 197 iterations, 311 evaluations
optimisation finished successfully after 210 iterations, 311 evaluations
optimisation finished successfully after 250 iterations, 378 evaluations
optimisation finished successfully after 126 iterations, 198 evaluations
optimisation finished successfully after 89 iterations, 143 evaluations
optimisation finished successfully after 195 iterations, 289 evaluations
optimisation finished successfully after 153 iterations, 235 evaluations
optimisation finished successfully after 221 iterations, 330 evaluations
optimisation finished successfully after 184 iterations, 272 evaluations
optimisation finished successfully after 153 iterations, 232 evaluations
optimisation finished successfully after 109 iterations, 172 evaluations
optimisation finished successfully after 171 iterations, 255 evaluations
optimisation finished successfully after 436 iterations, 628 evaluations
optimisation finished successfully after 31 iterations, 67 evaluations
optimisation finished successfully after 193 iterations, 293 evaluations
optimisation finished successfully after 41 iterations, 80 evaluations
optimisation finished successfully after 56 iterations, 90 evaluations
optimisation finished successfully after 80 iterations, 124 evaluations
optimisation finished successfully after 56 iterations, 100 evaluations
optimisation finished successfully after 148 iterations, 221 evaluations
optimisation finished successfully after 100 iterations, 150 evaluations
optimisation finished successfully after 109 iterations, 161 evaluations
optimisation finished successfully after 132 iterations, 202 evaluations
optimisation finished successfully after 150 iterations, 228 evaluations
optimisation finished successfully after 48 iterations, 88 evaluations
optimisation finished successfully after 165 iterations, 247 evaluations
optimisation finished successfully after 175 iterations, 251 evaluations
optimisation finished successfully after 157 iterations, 236 evaluations
optimisation finished successfully after 100 iterations, 158 evaluations
optimisation finished successfully after 98 iterations, 154 evaluations
optimisation finished successfully after 87 iterations, 139 evaluations
optimisation finished successfully after 241 iterations, 363 evaluations
optimisation finished successfully after 293 iterations, 443 evaluations
optimisation finished successfully after 147 iterations, 224 evaluations
optimisation finished successfully after 242 iterations, 351 evaluations
optimisation finished successfully after 120 iterations, 184 evaluations
optimisation finished successfully after 91 iterations, 150 evaluations
optimisation finished successfully after 70 iterations, 123 evaluations
optimisation finished successfully after 37 iterations, 69 evaluations
optimisation finished successfully after 130 iterations, 197 evaluations
optimisation finished successfully after 166 iterations, 257 evaluations
optimisation finished successfully after 422 iterations, 602 evaluations
optimisation finished successfully after 199 iterations, 292 evaluations
optimisation finished successfully after 105 iterations, 161 evaluations
optimisation finished successfully after 129 iterations, 203 evaluations
optimisation finished successfully after 111 iterations, 175 evaluations
optimisation finished successfully after 46 iterations, 86 evaluations
optimisation finished successfully after 128 iterations, 197 evaluations
optimisation finished successfully after 205 iterations, 303 evaluations
optimisation finished successfully after 249 iterations, 355 evaluations
optimisation finished successfully after 463 iterations, 649 evaluations
optimisation finished successfully after 221 iterations, 318 evaluations
optimisation finished successfully after 153 iterations, 232 evaluations
optimisation finished successfully after 147 iterations, 217 evaluations
optimisation finished successfully after 209 iterations, 300 evaluations
optimisation finished successfully after 96 iterations, 148 evaluations
optimisation finished successfully after 89 iterations, 135 evaluations
optimisation finished successfully after 28 iterations, 57 evaluations
optimisation finished successfully after 114 iterations, 178 evaluations
optimisation finished successfully after 77 iterations, 126 evaluations
optimisation finished successfully after 123 iterations, 189 evaluations
optimisation finished successfully after 169 iterations, 251 evaluations
optimisation finished successfully after 104 iterations, 167 evaluations
optimisation finished successfully after 108 iterations, 182 evaluations
optimisation finished successfully after 99 iterations, 159 evaluations
optimisation finished successfully after 33 iterations, 67 evaluations
optimisation finished successfully after 90 iterations, 147 evaluations
optimisation finished successfully after 85 iterations, 140 evaluations
optimisation finished successfully after 77 iterations, 126 evaluations
optimisation finished successfully after 168 iterations, 241 evaluations
optimisation finished successfully after 201 iterations, 296 evaluations
optimisation finished successfully after 138 iterations, 213 evaluations
optimisation finished successfully after 106 iterations, 172 evaluations
optimisation finished successfully after 114 iterations, 178 evaluations
optimisation finished successfully after 51 iterations, 95 evaluations
optimisation finished successfully after 158 iterations, 236 evaluations
optimisation finished successfully after 61 iterations, 106 evaluations
optimisation finished successfully after 104 iterations, 168 evaluations
optimisation finished successfully after 89 iterations, 142 evaluations
optimisation finished successfully after 333 iterations, 469 evaluations
optimisation finished successfully after 142 iterations, 217 evaluations
optimisation finished successfully after 146 iterations, 228 evaluations
optimisation finished successfully after 153 iterations, 238 evaluations
writing to  angle_sigma_00.5236/iteration_00000000.pkl
iter 0 T 1 sidx 0 index 0 move percolate M 82
iter 1 T 1 sidx -1 index 81 move create M 82
did not create at 81
iter 2 T 1 sidx 1 index 1 move create M 82
optimisation finished successfully after 135 iterations, 209 evaluations
optimisation finished successfully after 254 iterations, 376 evaluations
optimisation finished successfully after 228 iterations, 342 evaluations
accepted move data dn =  2 0.06898189878977813 0.06898189878977813
optimisation finished successfully after 250 iterations, 374 evaluations
optimisation finished successfully after 124 iterations, 199 evaluations
optimisation finished successfully after 38 iterations, 61 evaluations
create False (83, 82) (84, 83)
iter 3 T 1 sidx 2 index 2 move percolate M 82
optimisation finished successfully after 89 iterations, 135 evaluations
optimisation finished successfully after 28 iterations, 57 evaluations
iter 4 T 1 sidx 3 index 3 move create M 82
optimisation finished successfully after 32 iterations, 55 evaluations
optimisation finished successfully after 171 iterations, 249 evaluations
accepted move data dn =  -1 0.10304148348972886 0.10304148348972886
optimisation finished successfully after 181 iterations, 259 evaluations
optimisation finished successfully after 122 iterations, 182 evaluations
create False (83, 82) (84, 83)
iter 5 T 1 sidx 4 index 4 move percolate M 82
optimisation finished successfully after 88 iterations, 134 evaluations
optimisation finished successfully after 83 iterations, 133 evaluations
iter 6 T 1 sidx 5 index 5 move create M 82
optimisation finished successfully after 113 iterations, 175 evaluations
optimisation finished successfully after 439 iterations, 632 evaluations
optimisation finished successfully after 321 iterations, 456 evaluations
accepted move data dn =  -3 0.07673255921763679 0.07673255921763679
optimisation finished successfully after 127 iterations, 195 evaluations
accepted move data dn =  1 0.07065068553912238 0.07065068553912238
create False (83, 82) (84, 83)
iter 7 T 1 sidx 6 index 6 move create M 82
optimisation finished successfully after 157 iterations, 233 evaluations
optimisation finished successfully after 249 iterations, 349 evaluations
accepted move data dn =  -1 0.07757113200084981 0.07757113200084981
optimisation finished successfully after 162 iterations, 246 evaluations
create False (83, 82) (84, 83)
iter 8 T 1 sidx 7 index 7 move percolate M 82
optimisation finished successfully after 99 iterations, 154 evaluations
optimisation finished successfully after 98 iterations, 160 evaluations
iter 9 T 1 sidx 8 index 8 move create M 82
optimisation finished successfully after 120 iterations, 186 evaluations
